MAPS_test_genome	MAPS_test_type	MAPS_test_start	MAPS_test_end	MAPS_test_strand	MAPS_test_p_value	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_padj	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_padj	id_lower	SPI1_Pulse_Tidy_logFC	SPI1_Pulse_Tidy_p_value	SPI1_Pulse_Tidy_FDR	gene
NC_016810.1	CDS	4314658	4315668	-	4.38285e-6	4.1	NA	2.8319e-5	1.15	0.188645204	0.490690199	glpx	-0.256956606	0.271161204	0.865346655	glpX
NC_016810.1	CDS	1965387	1965779	-	6.05501e-4	4.1	NA	0.001804302	0.16	0.884433313	0.957767425	flhe	NA	NA	NA	flhE
NC_016810.1	CDS	2599820	2600533	-	1.64622e-4	4.09	NA	6.05337e-4	-0.84	0.421016769	0.697013878	purc	NA	NA	NA	purC
NC_016810.1	sRNA	4385776	4385866	+	3.27686e-4	4.09	NA	0.00107014	1.03	0.335969712	0.632556985	styr-55	-0.289924287	0.230131138	0.859537418	StyR-55
NC_016810.1	CDS	1246545	1246904	+	2.03246e-5	4.09	NA	1.02762e-4	1	0.293449624	0.596856341	sl1344_1142	-0.018246385	0.94364768	0.990619629	SL1344_1142
NC_016810.1	CDS	2244074	2244757	-	0.01745723	4.09	NA	0.030755892	-0.47	0.750581728	NA	stcb	NA	NA	NA	stcB
NC_016810.1	CDS	4704250	4704395	+	9.57998e-5	4.09	NA	3.83539e-4	-1.57	0.120842191	0.397465345	sl1344_4369a	NA	NA	NA	SL1344_4369A
NC_016810.1	CDS	3866228	3867682	-	1.99511e-4	4.09	NA	7.06277e-4	2.1	0.046569382	0.233574018	xylb	NA	NA	NA	xylB
NC_016810.1	CDS	1197388	1198602	-	3.53125e-5	4.09	NA	1.64803e-4	0.83	0.3690286	0.659588134	ycee	NA	NA	NA	yceE
NC_016810.1	CDS	538604	539119	-	3.64068e-4	4.09	NA	0.001169479	-0.98	0.352560068	0.645594522	pric	NA	NA	NA	priC
NC_016810.1	CDS	538423	538590	-	1.4049e-4	4.09	NA	5.31773e-4	-1.92	0.039713188	0.21296118	sl1344_0473	NA	NA	NA	SL1344_0473
NC_016810.1	CDS	1517822	1518643	-	5.02073e-5	4.09	NA	2.21778e-4	-0.47	0.632323998	0.840192572	sl1344_1414	NA	NA	NA	SL1344_1414
NC_016810.1	CDS	1069692	1070141	-	9.54459e-5	4.09	NA	3.82462e-4	-0.27	0.777376871	0.913113519	sl1344_0964	NA	NA	NA	SL1344_0964
NC_016810.1	CDS	345576	346046	+	1.84413e-4	4.08	NA	6.62974e-4	0.08	0.935453945	0.976280467	safd	NA	NA	NA	safD
NC_016810.1	CDS	1521955	1523175	+	1.51557e-5	4.08	NA	8.00374e-5	0.2	0.826425317	0.935982837	sl1344_1418	0.004454353	0.982423945	0.996236646	SL1344_1418
NC_016810.1	CDS	1649034	1649984	+	6.45332e-7	4.08	NA	5.75187e-6	-0.68	0.405573879	0.688823874	sifb	NA	NA	NA	sifB
NC_016810.1	CDS	1043688	1044236	+	1.70031e-6	4.08	NA	1.29753e-5	1.06	0.205817886	0.508216492	sl1344_0933	-0.025539737	0.909219339	0.990289457	SL1344_0933
NC_016810.1	CDS	189599	189961	+	2.56961e-6	4.08	NA	1.82791e-5	1.83	0.031632403	0.188962262	sl1344_0161	0.323638752	0.171767518	0.777141504	SL1344_0161
NC_016810.1	CDS	3681128	3681847	-	1.06765e-5	4.08	NA	5.98057e-5	-1.32	0.137632052	0.4226062	ompr	NA	NA	NA	ompR
NC_016810.1	CDS	3224408	3225082	-	1.61228e-5	4.07	NA	8.39654e-5	-0.23	0.79267352	0.920494013	dsbc	NA	NA	NA	dsbC
NC_016810.1	CDS	3504493	3505047	+	2.89525e-6	4.07	NA	2.02129e-5	-1.37	0.10114047600000001	0.363308652	sl1344_3290	0.352865531	0.179666674	0.788094051	SL1344_3290
NC_016810.1	CDS	1568155	1568898	-	2.9453e-6	4.07	NA	2.04989e-5	-3.21	1.05753e-4	0.00660564	hyac2	NA	NA	NA	hyaC2
NC_016810.1	CDS	726021	726746	-	3.7195e-4	4.07	NA	0.001190558	-1.37	0.228708749	0.532758709	gltl	NA	NA	NA	gltL
NC_016810.1	CDS	4286665	4287648	-	0.021802985	4.07	NA	0.037149748	-0.15	0.922556481	NA	sl1344_4003	NA	NA	NA	SL1344_4003
NC_016810.1	CDS	1070502	1071188	-	1.10911e-4	4.07	NA	4.35152e-4	-0.8	0.400482992	0.685061237	gtga	NA	NA	NA	gtgA
NC_016810.1	CDS	3288188	3288514	-	2.62963e-5	4.07	NA	1.2856e-4	1.1	0.248063861	0.553801581	sl1344_3083	0.037177823	0.848187409	0.988871448	SL1344_3083
NC_016810.1	CDS	2649173	2650645	-	3.72571e-5	4.07	NA	1.73104e-4	-0.31	0.747648013	0.900648838	enga	0.234056284	0.319896797	0.888701485	engA
NC_017720.1	CDS	71594	72376	-	2.29161e-6	4.07	NA	1.65893e-5	1.17	0.163607762	0.458536752	rsdb	NA	NA	NA	rsdB
NC_016810.1	CDS	604236	604769	+	1.5568e-5	4.06	NA	8.15465e-5	-0.51	0.570812751	0.805586364	fimi	NA	NA	NA	fimI
NC_016810.1	CDS	4013556	4014872	-	0.002029796	4.06	NA	0.004997795	-0.59	0.582649611	0.811337581	sl1344_3758	NA	NA	NA	SL1344_3758
NC_016810.1	CDS	1995815	1996471	-	1.22309e-6	4.06	NA	9.77249e-6	0.41	0.616554389	0.828485245	sira	-0.069715295	0.750817102	0.980552058	sirA
NC_016810.1	CDS	3494195	3494506	-	1.33472e-6	4.06	NA	1.05145e-5	1.54	0.065313013	0.284115197	rplu	-0.456759487	0.033567995	0.417632164	rplU
NC_016810.1	CDS	3353819	3355126	+	0.009965385	4.06	NA	0.019219109	-2.42	0.041611158	0.219303808	sl1344_3145	NA	NA	NA	SL1344_3145
NC_016810.1	sRNA	974644	974892	+	3.07703e-5	4.06	NA	1.46851e-4	-1.2	0.199087284	0.500166359	stnc1070	NA	NA	NA	STnc1070
NC_016810.1	sRNA	2950529	2950709	-	9.8179e-5	4.06	NA	3.9202e-4	-0.24	0.808884521	0.927005926	ruf_341c.10	0.177231476	0.446295171	0.951670844	RUF_341c.10
NC_016810.1	CDS	2096115	2096858	-	3.01484e-6	4.06	NA	2.08368e-5	-0.07	0.931610576	0.97597989	cobs	NA	NA	NA	cobS
NC_016810.1	CDS	3998699	3999891	-	2.13296e-4	4.06	NA	7.4398e-4	1.41	0.159868157	0.452970644	sl1344_3741	NA	NA	NA	SL1344_3741
NC_016810.1	CDS	637634	638215	-	2.04093e-4	4.06	NA	7.18762e-4	-0.8	0.414577534	0.691885714	sl1344_0568	NA	NA	NA	SL1344_0568
NC_016810.1	CDS	2820291	2823074	+	0.001642499	4.06	NA	0.004174513	0.61	0.585620963	0.81304775	sl1344_2641	NA	NA	NA	SL1344_2641
NC_016810.1	CDS	82567	84120	-	0.001577531	4.06	NA	0.004037835	-0.01	0.994332386	0.998399212	caic	NA	NA	NA	caiC
NC_016810.1	CDS	3604359	3604742	-	6.89481e-6	4.06	NA	4.15162e-5	3.28	2.75355e-4	0.011448517	rplq	0.403710564	0.087093764	0.630120645	rplQ
NC_016810.1	CDS	2231529	2231645	-	0.022481657	4.06	NA	0.038081605	0.3	0.848850586	NA	sl1344_2116	NA	NA	NA	SL1344_2116
NC_016810.1	CDS	3155320	3155715	-	1.18426e-5	4.06	NA	6.54533e-5	-0.89	0.296926838	0.598288067	sl1344_2961	NA	NA	NA	SL1344_2961
NC_016810.1	CDS	4349833	4350153	+	4.55815e-5	4.05	NA	2.05162e-4	0.04	0.963800406	0.986646334	sl1344_4062	NA	NA	NA	SL1344_4062
NC_016810.1	sRNA	2539669	2539837	-	2.15144e-5	4.05	NA	1.08112e-4	1.93	0.039163599	0.211080593	zipa-leader	-0.115427714	0.638674931	0.974581643	zipA-leader
NC_016810.1	CDS	4723616	4724002	-	4.22123e-6	4.05	NA	2.73531e-5	3.43	9.97921e-5	0.006350923	sl1344_4389	0.116846774	0.551211899	0.962120616	SL1344_4389
NC_016810.1	CDS	1786152	1786895	+	2.22672e-5	4.05	NA	1.11521e-4	-0.48	0.583859275	0.812106117	ycic	-0.07736479	0.715413437	0.980552058	yciC
NC_016810.1	CDS	213870	215288	-	1.99838e-6	4.05	NA	1.48479e-5	2.83	8.17834e-4	0.023181121	pcnb	-0.052124444	0.796900816	0.980552058	pcnB
NC_016810.1	CDS	3541466	3543241	-	0.010016854	4.05	NA	0.019289501	0.81	0.550150499	NA	oada2	NA	NA	NA	oadA2
NC_016810.1	CDS	982624	983307	-	3.62541e-4	4.05	NA	0.001165401	-1.04	0.322537061	0.621154548	sl1344_0886	NA	NA	NA	SL1344_0886
NC_016810.1	CDS	4199601	4200206	+	1.75132e-4	4.05	NA	6.34414e-4	1.6	0.128703241	0.409374579	sl1344_3925	NA	NA	NA	SL1344_3925
NC_016810.1	CDS	2559841	2560170	+	4.84231e-4	4.05	NA	0.001486646	-1.11	0.259228226	0.565025399	sl1344_2415	NA	NA	NA	SL1344_2415
NC_016810.1	CDS	3659514	3660191	-	1.21811e-5	4.05	NA	6.68107e-5	-0.31	0.724413994	0.887719674	rpe	0.160586836	0.535683793	0.961340236	rpe
NC_016810.1	CDS	3101466	3102116	-	0.001715403	4.05	NA	0.004329305	2.03	0.086675604	0.335463927	sl1344_2918	NA	NA	NA	SL1344_2918
NC_016810.1	CDS	2892957	2893190	-	9.97426e-4	4.05	NA	0.002737914	-2.8	0.003365351	0.052796872	sl1344_2714	NA	NA	NA	SL1344_2714
NC_016810.1	CDS	1865367	1865897	+	2.64511e-5	4.05	NA	1.29176e-4	-0.97	0.299764504	0.599866807	dsbb	-0.014387775	0.941748469	0.990619629	dsbB
NC_016810.1	CDS	408252	409655	+	0.002426902	4.05	NA	0.00580999	-0.17	0.896502385	0.963683164	sl1344_0355	NA	NA	NA	SL1344_0355
NC_016810.1	CDS	631675	632661	-	0.029251711	4.05	NA	0.047403959	0.4	0.815388172	NA	sl1344_0560	NA	NA	NA	SL1344_0560
NC_016810.1	CDS	2062519	2063004	-	0.006194492	4.04	NA	0.01278296	1.01	0.443178806	NA	rzpr	NA	NA	NA	rzpR
NC_016810.1	CDS	169	255	+	1.07029e-6	4.04	NA	8.75625e-6	-2.31	0.004558225	0.06077033	thrl	0.466658684	0.052254369	0.531610805	thrL
NC_016810.1	CDS	2030537	2031457	+	1.01462e-4	4.04	NA	4.037e-4	0	0.999308892	0.999555735	yeda	NA	NA	NA	yedA
NC_016810.1	CDS	2143542	2144906	-	1.77957e-4	4.04	NA	6.42697e-4	0.63	0.540362057	0.784269026	yeef	-0.408128372	0.107163158	0.649844828	yeeF
NC_016810.1	CDS	2057169	2058410	-	0.001899168	4.04	NA	0.004730001	0.63	0.580091649	0.810853181	sl1344_1949	NA	NA	NA	SL1344_1949
NC_016810.1	CDS	3710052	3711560	+	6.90671e-6	4.04	NA	4.1553e-5	0.05	0.953159947	0.983103995	glpd	0.068509164	0.676249053	0.980552058	glpD
NC_016810.1	CDS	1353165	1353923	+	1.05583e-4	4.04	NA	4.18007e-4	-1.17	0.245817379	0.550939334	sl1344_1252	NA	NA	NA	SL1344_1252
NC_016810.1	CDS	988163	989884	-	2.31738e-6	4.04	NA	1.67625e-5	-0.81	0.326553064	0.624035916	cydc	-0.077473357	0.709710554	0.980552058	cydC
NC_016810.1	CDS	3782936	3784408	+	3.28033e-4	4.04	NA	0.001070547	-0.24	0.817291034	0.931010691	sl1344_3557	0.51459477	0.034042363	0.420633028	SL1344_3557
NC_016810.1	CDS	1056132	1056380	-	0.020010675	4.04	NA	0.034557972	-0.46	0.757454816	NA	sl1344_0943	NA	NA	NA	SL1344_0943
NC_016810.1	CDS	1630763	1632883	+	4.06324e-4	4.04	NA	0.001284628	0.22	0.845863666	0.944306542	sl1344_1518	NA	NA	NA	SL1344_1518
NC_016810.1	CDS	2034188	2034487	-	2.82962e-4	4.04	NA	9.43901e-4	2.41	0.020783659	0.146506337	sl1344_1922	NA	NA	NA	SL1344_1922
NC_016810.1	CDS	665540	666157	-	4.8809e-5	4.04	NA	2.16343e-4	1.07	0.255444114	0.561311399	sl1344_0592	NA	NA	NA	SL1344_0592
NC_016810.1	sRNA	2503724	2503803	-	9.24814e-4	4.04	NA	0.002572254	-2.34	0.021608749	0.149357192	stnc3750	NA	NA	NA	STnc3750
NC_016810.1	CDS	2816456	2816794	-	1.78535e-5	4.03	NA	9.16033e-5	-1.85	0.039627869	0.212672715	sl1344_2632	0.356623675	0.142056942	0.740666831	SL1344_2632
NC_016810.1	CDS	927981	929144	+	8.62314e-6	4.03	NA	5.01811e-5	-0.09	0.914578272	0.971613389	sl1344_0833	NA	NA	NA	SL1344_0833
NC_016810.1	CDS	703836	704153	-	1.91997e-5	4.03	NA	9.77323e-5	2.47	0.006555252	0.075079334	sl1344_0630	-0.177299441	0.492241795	0.951670844	SL1344_0630
NC_016810.1	CDS	1202562	1203680	-	5.2868e-6	4.03	NA	3.32771e-5	0.08	0.921402666	0.973596411	sola	NA	NA	NA	solA
NC_016810.1	CDS	2403809	2405791	+	1.77718e-4	4.03	NA	6.42492e-4	0.32	0.766307874	0.908809427	sl1344_2268	0.036388224	0.831317123	0.988381068	SL1344_2268
NC_016810.1	CDS	4179720	4180670	+	1.0156e-4	4.03	NA	4.03911e-4	1.27	0.200287066	0.501222561	cora	0.106617464	0.673475437	0.980552058	corA
NC_016810.1	CDS	3286184	3287230	-	4.66727e-5	4.02	NA	2.08927e-4	-0.72	0.436141921	0.708213308	ansb	0.470744249	0.037324315	0.440085389	ansB
NC_016810.1	CDS	4335000	4335719	-	0.0227781	4.02	NA	0.038504209	0.1	0.947200272	NA	sl1344_4051	NA	NA	NA	SL1344_4051
NC_016810.1	CDS	2139285	2141633	+	2.06438e-6	4.02	NA	1.52275e-5	-1.02	0.227629849	0.531378634	sopa	-0.163462128	0.377474691	0.929724271	sopA
NC_016810.1	CDS	1279602	1280063	-	6.23224e-5	4.02	NA	2.65791e-4	1.4	0.148376096	0.437667313	sl1344_1173	NA	NA	NA	SL1344_1173
NC_017720.1	CDS	26477	26992	-	9.32034e-4	4.02	NA	0.002587548	-1.33	0.209193512	0.512425357	trav	NA	NA	NA	traV
NC_016810.1	CDS	1261987	1262898	+	3.4255e-6	4.02	NA	2.30067e-5	-0.5	0.543773832	0.786176226	sl1344_1157	-0.176872618	0.485645489	0.951670844	SL1344_1157
NC_016810.1	CDS	4637897	4638295	+	0.003792004	4.02	NA	0.008449574	-2.12	0.040815018	0.216460778	yjfl	NA	NA	NA	yjfL
NC_016810.1	CDS	2658338	2659201	-	0.004917605	4.02	NA	0.010558628	-1.97	0.075663621	0.309349569	sl1344_2489	NA	NA	NA	SL1344_2489
NC_016810.1	CDS	4038630	4039286	-	0.020454006	4.02	NA	0.035229165	-0.35	0.811905189	NA	ccmb1	NA	NA	NA	ccmB1
NC_016810.1	CDS	1269559	1270788	+	1.84309e-6	4.02	NA	1.38771e-5	1.57	0.056403155	0.262049369	pept	0.027229396	0.906319156	0.990289457	pepT
NC_016810.1	CDS	2776000	2777229	-	3.32674e-4	4.02	NA	0.001084077	0.73	0.488735253	0.748639423	sl1344_2600	NA	NA	NA	SL1344_2600
NC_016810.1	CDS	3789918	3791270	+	1.61151e-5	4.02	NA	8.39654e-5	0.52	0.566784801	0.802925298	gor	-0.061991974	0.792471319	0.980552058	gor
NC_016810.1	CDS	2793068	2794423	+	4.07605e-6	4.01	NA	2.66029e-5	0.94	0.274756943	0.579946914	pssa	0.037008359	0.855579081	0.988871448	pssA
NC_016810.1	CDS	3243999	3245231	-	4.58912e-6	4.01	NA	2.94409e-5	-1.94	0.02052925	0.145473025	sera	-0.165811113	0.487520168	0.951670844	serA
NC_016810.1	CDS	2031446	2031916	-	1.63935e-4	4.01	NA	6.04041e-4	2.61	0.012132906	0.106915365	vsr	NA	NA	NA	vsr
NC_016810.1	CDS	3038651	3038893	-	2.20794e-5	4.01	NA	1.10704e-4	1.04	0.272426975	0.577384411	prgi	0.095607861	0.647791229	0.977124664	prgI
NC_016810.1	CDS	1203793	1204050	-	1.19282e-6	4.01	NA	9.58932e-6	-1.77	0.028838017	0.177988344	sl1344_1098	0.473645352	0.032748974	0.413140903	SL1344_1098
NC_016810.1	CDS	471511	472488	+	2.55604e-5	4.01	NA	1.25301e-4	0.45	0.615396389	0.828485245	sl1344_0413	NA	NA	NA	SL1344_0413
NC_016810.1	CDS	3372861	3373691	-	0.001089522	4.01	NA	0.002947656	-0.42	0.73073185	0.89124106299999994	sl1344_3163	NA	NA	NA	SL1344_3163
NC_016810.1	CDS	4436768	4437637	+	3.01254e-5	4.01	NA	1.44461e-4	-2.01	0.026149365	0.16771024	yjbc	0.035113651	0.889058858	0.989070004	yjbC
NC_016810.1	CDS	3106052	3108715	-	1.1877e-5	4.01	NA	6.56033e-5	0.76	0.378551044	0.667635385	sl1344_2923	NA	NA	NA	SL1344_2923
NC_016810.1	CDS	4526423	4527091	+	9.3508e-5	4	NA	3.76201e-4	1.46	0.148905922	0.43841771	sl1344_4203	NA	NA	NA	SL1344_4203
NC_016810.1	CDS	2436093	2436755	-	5.00645e-7	4	NA	4.68932e-6	-0.62	0.4293175	0.702614231	nuob	-0.202229335	0.341074536	0.901536158	nuoB
NC_016810.1	CDS	1932811	1933101	-	1.55883e-4	4	NA	5.8054e-4	-0.7	0.49998457	0.75693374	sl1344_1816	-0.008315686	0.973887456	0.995335842	SL1344_1816
NC_016810.1	sRNA	3391483	3391601	+	4.30417e-4	4	NA	0.001349585	0.35	0.727503942	0.889673931	styr-234	NA	NA	NA	StyR-234
NC_016810.1	CDS	4031949	4032284	+	1.37107e-5	4	NA	7.37009e-5	-2.92	8.45268e-4	0.02375908	sl1344_3777	0.23106929	0.347559655	0.904758466	SL1344_3777
NC_016810.1	CDS	429947	431065	+	2.85387e-5	4	NA	1.3751e-4	1.04	0.259672976	0.565629286	sbma	NA	NA	NA	sbmA
NC_016810.1	CDS	4620467	4620928	+	5.55696e-5	4	NA	2.41328e-4	-3.53	1.34007e-4	0.007661125	sl1344_4291	NA	NA	NA	SL1344_4291
NC_016810.1	CDS	4571185	4572816	-	7.2749e-6	4	NA	4.35721e-5	-1.57	0.067511462	0.290084282	dcus	-0.230580824	0.296808389	0.867311043	dcuS
NC_016810.1	CDS	2360197	2360847	-	2.05471e-5	4	NA	1.03713e-4	-0.1	0.910524137	0.970053966	alkb	NA	NA	NA	alkB
NC_016810.1	sRNA	3593794	3593888	+	1.10431e-4	4	NA	4.33696e-4	-1.21	0.201099759	0.501860976	stnc1670	0.089399358	0.753438459	0.980552058	STnc1670
NC_016810.1	CDS	738350	740014	-	1.61476e-4	4	NA	5.96444e-4	0.22	0.831621716	0.937099333	asnb	-0.311619248	0.142718232	0.74197029	asnB
NC_016810.1	CDS	1010171	1010497	-	0.001889057	4	NA	0.004709589	-1.47	0.154208523	0.446668397	sl1344_0908	NA	NA	NA	SL1344_0908
NC_016810.1	CDS	1613198	1613638	+	1.73347e-4	4	NA	6.30226e-4	0.57	0.552066927	0.793067182	sl1344_1504	NA	NA	NA	SL1344_1504
NC_016810.1	CDS	1553703	1553918	-	0.00676422	4	NA	0.013775856	-1.11	0.348844664	0.64325138	marb	NA	NA	NA	marB
NC_016810.1	CDS	321087	322391	+	0.016910276	3.99	NA	0.029966736	-1.15	0.401650216	NA	scip	NA	NA	NA	sciP
NC_016810.1	CDS	3760068	3761543	-	8.9842e-6	3.99	NA	5.19138e-5	-0.14	0.878382646	0.95404433	ftsy	0.006652594	0.975205163	0.995335842	ftsY
NC_016810.1	CDS	4577760	4579160	-	0.012827684	3.99	NA	0.02366654	-2.1	0.089169928	NA	sl1344_4246	NA	NA	NA	SL1344_4246
NC_016810.1	CDS	4874313	4874984	-	1.21741e-4	3.99	NA	4.71085e-4	-0.47	0.638911544	0.844324447	sl1344_4523	0.147536358	0.590472805	0.969167916	SL1344_4523
NC_016810.1	CDS	230653	231213	+	0.020531303	3.98	NA	0.035328569	-0.95	0.516754112	NA	stfa	NA	NA	NA	stfA
NC_016810.1	sRNA	3603180	3603249	+	8.41317e-5	3.98	NA	3.43224e-4	1.86	0.058710745	0.269430397	asarfa	NA	NA	NA	asarfA
NC_016810.1	CDS	1602034	1602249	+	6.81571e-4	3.98	NA	0.001993439	1.48	0.1981069	0.499412985	sl1344_1494	NA	NA	NA	SL1344_1494
NC_016810.1	CDS	1119422	1120027	+	1.27221e-5	3.98	NA	6.93793e-5	2.05	0.02157948	0.149307871	sl1344_1012	NA	NA	NA	SL1344_1012
NC_016810.1	CDS	1906143	1907582	+	1.38406e-4	3.98	NA	5.25652e-4	0.64	0.506377627	0.760045931	sl1344_1779	NA	NA	NA	SL1344_1779
NC_016810.1	CDS	2745475	2745876	-	3.47471e-5	3.98	NA	1.6273e-4	2.78	0.002906834	0.048048329	sl1344_2562	NA	NA	NA	SL1344_2562
NC_016810.1	CDS	3606452	3606784	-	1.35189e-5	3.98	NA	7.30618e-5	1.41	0.120166979	0.396464628	rpsk	0.155471589	0.493474485	0.951670844	rpsK
NC_016810.1	CDS	1446645	1446872	+	1.80496e-5	3.98	NA	9.24516e-5	-0.02	0.984956138	0.99498564	ssah	NA	NA	NA	ssaH
NC_016810.1	CDS	2978527	2979729	+	7.20238e-6	3.98	NA	4.31951e-5	-1.23	0.138031826	0.423078498	prov	NA	NA	NA	proV
NC_016810.1	CDS	701433	703334	-	9.92651e-6	3.97	NA	5.62543e-5	0.36	0.675081208	0.864669981	mrda	0.105216897	0.583249156	0.963536152	mrdA
NC_016810.1	CDS	729583	731121	-	7.70579e-5	3.97	NA	3.19129e-4	-1.13	0.25269265	0.558249522	lnt	-0.213370753	0.278389363	0.865346655	lnt
NC_016810.1	CDS	2393574	2393750	-	1.80483e-4	3.97	NA	6.50922e-4	2.24	0.030483814	0.185097938	sl1344_2257	NA	NA	NA	SL1344_2257
NC_016810.1	CDS	896748	897251	-	9.39433e-5	3.97	NA	3.77757e-4	-0.98	0.334347057	0.631290851	dps	-0.025201191	0.911200444	0.990289457	dps
NC_016810.1	sRNA	4650288	4650410	-	0.005401407	3.97	NA	0.011423373	0.01	0.990548148	0.996667139	stnc4120	NA	NA	NA	STnc4120
NC_016810.1	CDS	609180	609698	+	8.73222e-5	3.97	NA	3.53998e-4	1	0.291389977	0.595130726	fimf	NA	NA	NA	fimF
NC_016810.1	CDS	2523019	2524221	+	2.9143e-4	3.97	NA	9.66788e-4	0.5	0.625893171	0.83576313	nupc	-0.004766792	0.982837033	0.996236646	nupC
NC_016810.1	CDS	1491200	1491781	-	3.39883e-4	3.97	NA	0.001103579	0.47	0.639338927	0.844324447	rnfa	NA	NA	NA	rnfA
NC_016810.1	CDS	1645247	1646671	-	2.65365e-4	3.97	NA	8.98157e-4	-0.4	0.708758471	0.884113285	sl1344_1529	NA	NA	NA	SL1344_1529
NC_016810.1	CDS	435083	436294	+	5.01007e-4	3.97	NA	0.001529944	1.64	0.134674843	0.417708731	sl1344_0377	NA	NA	NA	SL1344_0377
NC_016810.1	CDS	284991	285395	-	3.44471e-5	3.97	NA	1.61493e-4	0.61	0.495807548	0.755185757	rcsf	0.019865356	0.930056439	0.990289457	rcsF
NC_016810.1	CDS	1680744	1681505	+	0.003880746	3.97	NA	0.008613721	-1.38	0.303499696	0.602345559	sl1344_1563	NA	NA	NA	SL1344_1563
NC_016810.1	CDS	3549448	3549918	+	1.65255e-5	3.97	NA	8.57159e-5	-2.89	4.75996e-4	0.016811867	argr	-0.47475336	0.011593882	0.229154993	argR
NC_016810.1	CDS	4345929	4348430	-	4.27705e-5	3.96	NA	1.94391e-4	1.37	0.137583352	0.4226062	sl1344_4060	NA	NA	NA	SL1344_4060
NC_016810.1	CDS	3300513	3301241	+	0.004749446	3.96	NA	0.010256165	2.84	0.036849642	0.204602357	sl1344_3095	NA	NA	NA	SL1344_3095
NC_016810.1	CDS	2064878	2065501	-	0.001987281	3.96	NA	0.004916421	-0.21	0.847859999	0.944567385	sl1344_1959	NA	NA	NA	SL1344_1959
NC_016810.1	CDS	3660209	3661045	-	7.37096e-6	3.96	NA	4.40013e-5	0.78	0.35885757	0.651117044	dam	0.06043879	0.794798274	0.980552058	dam
NC_016810.1	CDS	1846323	1847171	+	0.037294161	3.96	NA	0.058350968	2.02	0.267324451	NA	hyaf	NA	NA	NA	hyaF
NC_016810.1	CDS	4191307	4193571	+	5.55647e-5	3.96	NA	2.41328e-4	0.31	0.730815835	0.89124106299999994	mete	NA	NA	NA	metE
NC_016810.1	CDS	3306115	3307614	-	6.16385e-4	3.96	NA	0.001833099	-0.15	0.884748326	0.957767425	sl1344_3100	NA	NA	NA	SL1344_3100
NC_016810.1	CDS	2133740	2134912	-	7.02344e-5	3.96	NA	2.95207e-4	1.88	0.045429852	0.230601794	dacd	NA	NA	NA	dacD
NC_017720.1	CDS	86518	87171	+	2.10071e-4	3.96	NA	7.35497e-4	2.27	0.025593131	0.165058565	srga	NA	NA	NA	srgA
NC_016810.1	CDS	2645308	2646267	-	0.010538324	3.96	NA	0.020111738	-0.23	0.85725365	NA	sini	NA	NA	NA	sinI
NC_016810.1	CDS	3749623	3749850	-	9.66095e-4	3.96	NA	0.002666516	1.02	0.349868285	0.64353159	phd	NA	NA	NA	phd
NC_016810.1	CDS	1713132	1713386	-	5.12129e-6	3.96	NA	3.24169e-5	2.41	0.00516483	0.065247085	sl1344_1593	-0.054996422	0.763431722	0.980552058	SL1344_1593
NC_016810.1	CDS	1303449	1304237	+	1.19526e-5	3.95	NA	6.59001e-5	-0.14	0.869484335	0.95019299	aada	NA	NA	NA	aadA
NC_016810.1	CDS	305722	306717	-	0.00802738	3.95	NA	0.015969777	2.54	0.067173305	NA	scib	NA	NA	NA	sciB
NC_016810.1	CDS	1014005	1014862	-	2.41078e-5	3.95	NA	1.19348e-4	1.1	0.233588552	0.537499849	foca	-0.071057742	0.685001408	0.980552058	focA
NC_016810.1	CDS	4615378	4615923	+	3.49678e-4	3.95	NA	0.001130822	-0.25	0.808299709	0.927005926	orn	-0.024703692	0.918330078	0.990289457	orn
NC_016810.1	CDS	1097909	1098535	-	1.45597e-4	3.95	NA	5.47431e-4	-0.36	0.697422127	0.877845734	sl1344_0993	NA	NA	NA	SL1344_0993
NC_016810.1	CDS	234790	235257	+	0.011993264	3.95	NA	0.022411279	3.91	0.01324846	NA	stfe	NA	NA	NA	stfE
NC_016810.1	CDS	3225145	3226041	-	3.10349e-5	3.95	NA	1.47879e-4	1.51	0.102077193	0.364152693	xerd	NA	NA	NA	xerD
NC_016810.1	CDS	4232609	4233982	+	6.06201e-5	3.95	NA	2.60007e-4	0.18	0.854947976	0.945308241	hemn	-0.071655616	0.760059848	0.980552058	hemN
NC_016810.1	CDS	195979	196326	-	1.38559e-5	3.95	NA	7.41722e-5	-2.51	0.002663205	0.045779585	sl1344_0168	0.124264493	0.585087118	0.965688162	SL1344_0168
NC_016810.1	CDS	2547526	2548245	+	0.009667944	3.95	NA	0.018729565	-0.43	0.734016089	NA	sl1344_2400	NA	NA	NA	SL1344_2400
NC_016810.1	sRNA	1055773	1055892	+	0.02583044	3.95	NA	0.042656641	-0.12	0.9387623	NA	stnc4200	-0.298912326	0.200885301	0.831185971	STnc4200
